CODIGO;DENOMINACION_GENERICA_ES;DENOMINACION_GENERICA_VAL;DENOMINACION_ESPECIFICA;DENOMINACION;REGIMEN;TIPO_VIA;DIRECCION;NUMERO;CODIGO_POSTAL;LOCALIDAD;PROVINCIA;TELEFONO;FAX;COD_EDIFICACION;LONGITUD;LATITUD;TITULARIDAD;CIF;COMARCA
46031349;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NÚMERO 103;CEIP NÚMERO 103;PÚB.;CL;ESCULTOR ALFREDO TORÁN Y OLMOS;2;46023;VALÈNCIA;VALÈNCIA;962566220;962566221; 1,0;-0.342269;39.45566;GENERALITAT VALENCIANA;S4600084J;VALÈNCIA
46031350;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL ZORITA;EI 1ER CICLO MUNICIPAL ZORITA;PÚB.;CL;DEL POZO;23;46340;REQUENA;VALÈNCIA;962302907;; 1,0;-1.09819;39.491921;AYUNTAMIENTO DE REQUENA;;LA PLANA DE UTIEL-REQUENA
46031386;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ANGELETS;CENTRE PRIV. ED. INF. 1ER CICLE ANGELETS;PRIV.;CL;SAN VICENTE;21-23;46960;ALDAIA;VALÈNCIA;678717228;; 1,0;-0.463812;39.464029;;;L'HORTA OEST
46031398;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ILLES BALEARS;CENTRE PRIV. ED. INF. 1ER CICLE ILLES BALEARS;PRIV.;AV;BALEARES;45;46023;VALÈNCIA;VALÈNCIA;963375429;; 1,0;-0.353009;39.462671;;;VALÈNCIA
46031404;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL EL GARBÍ;EI 1ER CICLE MUNICIPAL EL GARBÍ;PÚB.;AV;ASSAGADOR;1;46590;ESTIVELLA;VALÈNCIA;962628062;962628635; 1,0;-0.34905;39.715924;AJUNTAMENT D'ESTIVELLA;;EL CAMP DE MORVEDRE
46031431;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;SAMBORI;CENTRE PRIV. ED. INF. 1ER CICLE SAMBORI;PRIV.;CL;ERMITETA;10-12;46901;TORRENT;VALÈNCIA;961552615;961552615; 1,0;-0.485292;39.430803;;;L'HORTA OEST
46031453;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BABILANDIA;CENTRE PRIV. ED. INF. 1ER CICLE BABILANDIA;PRIV.;CL;VICENTE BRULL;86;46011;VALÈNCIA;VALÈNCIA;963674379;; 1,0;-0.332175;39.467429;;;VALÈNCIA
46031465;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL BORIOL-ESPAI OBERT;CENTRE PRIV. ED. INF. 1ER CICLE EL BORIOL-ESPAI OBERT;PRIV.;CL;BARRANC DEL XIRICULL;6;46780;OLIVA;VALÈNCIA;962853794;; 1,0;-0.094271;38.925302;;;LA SAFOR
46031477;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL RAJOLAR;CEIP EL RAJOLAR;PÚB.;CL;MANISES;42;46960;ALDAIA;VALÈNCIA;962566610;962566611; 1,0;-0.463093;39.470291;GENERALITAT VALENCIANA;Q4601246D;L'HORTA OEST
46031489;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;PZ;MAESTRO ALBUIXECH;3;46260;ALBERIC;VALÈNCIA;678574801;; 1,0;-0.516508;39.117259;AJUNTAMENT D'ALBERIC;;LA RIBERA ALTA
46031507;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL JARDÍN DE LAS PALMERAS;CENTRE PRIV. ED. INF. 1ER CICLE DE LAS PALMERAS;PRIV.;CL;JUAN SEBASTIÁN EL CANO;25;46520;SAGUNT - EL PUERTO SAGUNTO;VALÈNCIA;962680577;; 1,0;-0.235045;39.664898;;;EL CAMP DE MORVEDRE
46031520;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;NADONS;CENTRE PRIV. ED. INF. 1ER CICLE NADONS;PRIV.;CL;DEL PINTOR SOROLLA;4;46960;ALDAIA;VALÈNCIA;961501587;; 1,0;-0.464152;39.458421;;;L'HORTA OEST
46031532;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;TITELLES;CENTRE PRIV. ED. INF. 1ER CICLE TITELLES;PRIV.;AV;BLASCO IBÁÑEZ;92-94;46920;MISLATA;VALÈNCIA;696516341;; 1,0;-0.419261;39.470059;;;L'HORTA OEST
46031544;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA PAPALLONA;CENTRE PRIV. ED. INF. 1ER CICLE LA PAPALLONA;PRIV.;CL;VICENTE PUCHOL;29;46026;VALÈNCIA - CASTELLAR-OLIVERAL;VALÈNCIA;963965422;; 1,0;-0.363938;39.427844;;;VALÈNCIA
46031556;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LITTLE FRIENDS;CENTRE PRIV. ED. INF. 1ER CICLE LITTLE FRIENDS;PRIV.;CL;MARTÍN EL HUMANO;26;46008;VALÈNCIA;VALÈNCIA;963215650;963715878; 1,0;-0.390417;39.469852;;;VALÈNCIA
46031568;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;TEYSA-ARAGÓN;CENTRE PRIV. ED. INF. 1ER CICLE TEYSA-ARAGÓN;PRIV.;CL;SANTA ROSA;3;46021;VALÈNCIA;VALÈNCIA;963378876;963378876; 1,0;-0.358558;39.468618;;;VALÈNCIA
46031581;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;CASA CARIDAD TORRENT;CENTRE PRIV. ED. INF. 1ER CICLE CASA CARIDAD TORRENT;PRIV.;CL;SANTA LLÚCIA;38-40;46900;TORRENT;VALÈNCIA;961553336;961557117; 1,0;-0.466834;39.43931;;;L'HORTA OEST
46034727;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;TÉCNICOS FÚTBOL XÀTIVA;CENTRE ENSENYAMENTS ESPORTIUS TÉCNICOS FÚTBOL XÀTIVA;PRIV.;CL;DEL PONT DEL CLARET O DEL SEMINARI MENOR;S/N;46800;XÀTIVA;VALÈNCIA;667559590;; 1,0;-0.527542;38.992171;;;LA COSTERA
46034739;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ELS MENUTS;CENTRE PRIV. ED. INF. 1ER CICLE ELS MENUTS;PRIV.;CL;ALZIRA;24;46460;SILLA;VALÈNCIA;961218761;; 1,0;-0.41284;39.357711;;;L'HORTA SUD
46034740;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;CENTRO PROFESIONAL EUROPEO DE VALENCIA;CENTRE PRIVAT FP EUROPEO DE VALENCIA;PRIV.;CL;GENERAL ELIO (EDIFICI B);2;46010;VALÈNCIA;VALÈNCIA;960452815;; 1,0;-0.366445;39.478568;;;VALÈNCIA
46034752;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;CAMARENA CANET;CENTRE PRIVAT CAMARENA CANET;PRIV.;AV;DE LAS ROSAS;S/N;46529;CANET D'EN BERENGUER;VALÈNCIA;960609036;; 1,0;-0.214209;39.677245;;;EL CAMP DE MORVEDRE
46034764;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;NANOS;CENTRE PRIV. ED. INF. 1ER CICLE NANOS;PRIV.;CL;EULALIA ESCOBET;6 I 8;46230;ALGINET;VALÈNCIA;625293540;; 1,0;-0.470009;39.260112;;;LA RIBERA ALTA
46034788;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;A GATES;CENTRE PRIV. ED. INF. 1ER CICLE A GATES;PRIV.;CL;CERDÁN DE TALLADA;15;46800;XÀTIVA;VALÈNCIA;962270953;; 1,0;-0.522982;38.991871;;;LA COSTERA
46034806;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL BARCO DE LULÚ;CENTRE PRIV. ED. INF. 1ER CICLE EL BARCO DE LULÚ;PRIV.;AV;SAN ONOFRE;67;46930;QUART DE POBLET;VALÈNCIA;961298437;; 1,0;-0.450578;39.482593;;;L'HORTA OEST
46034818;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;MIFRA;CENTRE ENSENYAMENTS ESPORTIUS MIFRA;PRIV.;AV;DE LA PLATA;10;46013;VALÈNCIA;VALÈNCIA;619915628;; 1,0;-0.370188;39.453559;;;VALÈNCIA
46034821;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;JESÚS MI AMIGO II;CENTRE PRIV. ED. INF. 1ER CICLE JESÚS MI AMIGO II;PRIV.;CL;ORGANISTA SOS;3;46680;ALGEMESÍ;VALÈNCIA;636163998;; 1,0;-0.434255;39.191188;;;LA RIBERA ALTA
46034831;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;UN MON MENUT PICASSENT;CENTRE PRIV. ED. INF. 1ER CICLE UN MON MENUT PICASSENT;PRIV.;CL;PARE GUAITA;12;46220;PICASSENT;VALÈNCIA;646043444;; 1,0;-0.462933;39.365171;;;L'HORTA SUD
46034843;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;CENTRO DE ESTUDIOS JUSTE;CENTRE PRIVAT FP CENTRO DE ESTUDIOS JUSTE;PRIV.;CL;TORRETA DE MIRAMAR;2-4;46020;VALÈNCIA;VALÈNCIA;963388974;; 1,0;-0.361294;39.48753;;;VALÈNCIA
46034855;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;DISNEY;CENTRE PRIV. ED. INF. 1ER CICLE DISNEY;PRIV.;CL;ALAQUAS;14;46960;ALDAIA;VALÈNCIA;606950573;; 1,0;-0.461726;39.463023;;;L'HORTA OEST
46034880;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;SAMARUC;CENTRE PRIV. ED. INF. 1ER CICLE SAMARUC;PRIV.;AV;PAÍS VALENCIÀ;155;46680;ALGEMESÍ;VALÈNCIA;675527450;; 1,0;-0.428984;39.192826;;;LA RIBERA ALTA
46034892;CENTRO DOCENTE PRIVADO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PRIVAT DE FORMACIÓ BÀSICA DE PERSONES ADULTES;INAV;CENTRE DOCENT PRIVAT FPA INAV;PRIV.;AV;BLASCO IBÁÑEZ;56;46021;VALÈNCIA;VALÈNCIA;902002934;; 1,0;-0.355189;39.475657;;;VALÈNCIA
46034909;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;ANA SALMERÓN FORMACIÓN;CENTRE PRIVAT FP ANA SALMERÓN FORMACIÓN;PRIV.;CL;GUILLEM DE CASTRO;43;46007;VALÈNCIA;VALÈNCIA;962062353;; 1,0;-0.382301;39.46941;;;VALÈNCIA
46034922;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PONY;CENTRE PRIV. ED. INF. 1ER CICLE PONY;PRIV.;CL;PINTOR GOIG DEL POYO;16;46600;ALZIRA;VALÈNCIA;962416987;; 1,0;-0.431639;39.154027;;;LA RIBERA ALTA
46034934;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;ATENEU DE MANISES;ESCOLA PRIVADA DE MÚSICA ATENEU DE MANISES;PRIV.;CL;FRAY SALVADOR MOLLAR VENTURA;7-B;46940;MANISES;VALÈNCIA;961095307;961095307; 1,0;-0.477833;39.500075;;;L'HORTA OEST
46034946;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MAPI;CENTRE PRIV. ED. INF. 1ER CICLE MAPI;PRIV.;CL;MARE NOSTRUM;10;46930;QUART DE POBLET;VALÈNCIA;616636457;; 1,0;-0.444769;39.480494;;;L'HORTA OEST
46034961;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PASITOS 2;CENTRE PRIV. ED. INF. 1ER CICLE PASITOS 2;PRIV.;CL;JESÚS;59;46007;VALÈNCIA;VALÈNCIA;960059881;; 1,0;-0.38421;39.464758;;;VALÈNCIA
46034983;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;NUEVAS LÍNEAS;CENTRE PRIVAT FP NUEVAS LÍNEAS;PRIV.;AV;AUSIÀS MARCH;3;46800;XÀTIVA;VALÈNCIA;962048077;; 1,0;-0.524851;38.9917;;;LA COSTERA
46035008;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;L'ESCOLETA;CENTRE PRIV. ED. INF. 1ER CICLE L'ESCOLETA;PRIV.;CL;SANT ROC;47;46470;ALBAL;VALÈNCIA;961272639;961272639; 1,0;-0.416346;39.394484;;;L'HORTA SUD
46035011;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;L'ORONETA;CENTRE PRIV. ED. INF. 1ER CICLE L'ORONETA;PRIV.;CL;GENERAL PASTOR;56;46183;L'ELIANA;VALÈNCIA;620190505;; 1,0;-0.534417;39.562079;;;EL CAMP DE TÚRIA
46035021;ESCUELA PRIVADA DE DANZA;ESCOLA PRIVADA DE DANSA;PAS A DOS;ESCOLA PRIVADA DE DANSA PAS A DOS;PRIV.;CL;BONAVISTA;2;46210;PICANYA;VALÈNCIA;676471703;; 1,0;-0.437083;39.436645;;;L'HORTA OEST
46035069;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ARCO IRIS II;CENTRE PRIV. ED. INF. 1ER CICLE ARCO IRIS II;PRIV.;CL;ALICANTE;23-25;46470;ALBAL;VALÈNCIA;961268592;; 1,0;-0.419322;39.397112;;;L'HORTA SUD
46025301;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;SOCIETAT UNIÓ MUSICAL CATARROJA;ESCOLA PRIVADA DE MÚSICA SOCIETAT UNIÓ MUSICAL CATARROJA;PRIV.;CL;GÓMEZ FERRER;62;46470;CATARROJA;VALÈNCIA;961272078;; 1,0;-0.398429;39.403475;;;L'HORTA SUD
46025337;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;JOVENTUTS MUSICALS DE LA VALL D'ALBAIDA;E. PRIVADA DE MÚSICA JOVENTUTS MUSICALS DE LA VALL D'ALBAIDA;PRIV.;CL;SANT JOSEP;6;46844;OTOS;VALÈNCIA;962358051;; 1,0;-0.443299;38.85357;;;LA VALL D'ALBAIDA
46025349;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;AMICS DE LA MÚSICA;ESCOLA PRIVADA DE MÚSICA AMICS DE LA MÚSICA;PRIV.;CL;CASAL SANTA ANA;S/N;46724;PALMA DE GANDÍA;VALÈNCIA;962808108;; 1,0;-0.221143;38.927353;;;LA SAFOR
46025362;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;SUILANA;ESCOLA PRIVADA DE MÚSICA SUILANA;PRIV.;CL;DUQUE DE HIJAR;12;46430;SOLLANA;VALÈNCIA;961740304;; 1,0;-0.381228;39.277389;;;LA RIBERA BAIXA
46025374;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;LA CLAVE;ESCOLA PRIVADA DE MÚSICA LA CLAVE;PRIV.;CL;SAN CLEMENTE;1;46015;VALÈNCIA;VALÈNCIA;963494436;; 1,0;-0.401955;39.489776;;;VALÈNCIA
46025386;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;KINDER;CENTRE PRIV. ED. INF. 1ER CICLE KINDER;PRIV.;CL;ALCARAVÀ;98;46184;SAN ANTONIO DE BENAGÉBER;VALÈNCIA;961351521;; 1,0;-0.497793;39.553752;;;EL CAMP DE TÚRIA
46025404;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL RIU TÚRIA;EI 1ER CICLE MUNICIPAL RIU TÚRIA;PÚB.;CL;MASIA DE PLATER;S/N;46190;RIBA-ROJA DE TÚRIA;VALÈNCIA;961653185;962772462; 1,0;-0.562845;39.547392;AJUNTAMENT DE RIBA-ROJA DE TÚRIA;;EL CAMP DE TÚRIA
46025416;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;PALOMA;2;46711;MIRAMAR;VALÈNCIA;962819755;; 1,0;-0.140001;38.9522;AJUNTAMENT DE MIRAMAR;;LA SAFOR
46025428;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL EL PORTALET;EI 1ER CICLE MUNICIPAL EL PORTALET;PÚB.;CL;JOAN DE JOANES;S/N;46611;BENIMUSLEM;VALÈNCIA;962443144;; 1,0;-0.491102;39.131633;AJUNTAMENT DE BENIMUSLEM;;LA RIBERA ALTA
46025431;CONSERVATORIO PROFESIONAL DE MÚSICA;CONSERVATORI PROFESSIONAL DE MÚSICA;CIUTAT DE MONCADA;CONSERVATORI PROFESSIONAL DE MÚSICA CIUTAT DE MONCADA;PÚB.;CL;LOPE DE VEGA;S/N;46113;MONCADA;VALÈNCIA;961309272;961309241; 1,0;-0.39775;39.545262;AJUNTAMENT DE MONCADA;;L'HORTA NORD
46025441;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;RIU VERNISSA;CRA RIU VERNISSA;PÚB.;PZ;SAFOR;6;46726;LLOCNOU DE SANT JERONI;VALÈNCIA;628694764;962826726; 1,0;-0.285032;38.912449;GENERALITAT VALENCIANA;S4600031A;LA SAFOR
46025453;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;BAJO TURIA;CRA BAJO TURIA;PÚB.;AV;DIPUTACIÓN;8;46165;BUGARRA;VALÈNCIA;962718175;962718176; 1,0;-0.772583;39.609796;GENERALITAT VALENCIANA;S4600033G;LA SERRANÍA
46025465;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;LA SERRANÍA;CRA LA SERRANÍA;PÚB.;AV;DE LA DIPUTACIÓN DE VALENCIA;2;46173;LOSA DEL OBISPO;VALÈNCIA;962718180;962718181; 1,0;-0.870267;39.695655;GENERALITAT VALENCIANA;S4600032I;LA SERRANÍA
46025477;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;ALFAUIR-RÓTOVA;CRA ALFAUIR-RÓTOVA;PÚB.;CL;CAMÍ DE LES PLANES;S/N;46725;RÓTOVA;VALÈNCIA;962826720;962826721; 1,0;-0.25864;38.934059;GENERALITAT VALENCIANA;S4600034E;LA SAFOR
46025489;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;MONDÚVER-SAFOR;CRA MONDÚVER-SAFOR;PÚB.;CL;L'ERMITA;1;46721;POTRIES;VALÈNCIA;962826710;962826711; 1,0;-0.192395;38.914782;GENERALITAT VALENCIANA;S4600030C;LA SAFOR
46025490;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA LLUNA;CENTRE PRIV. ED. INF. 1ER CICLE LA LLUNA;PRIV.;CL;ALMENARA;21;46500;SAGUNT;VALÈNCIA;961085991;; 1,0;-0.27104;39.678893;;;EL CAMP DE MORVEDRE
46025507;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;RASCANYA-ANTONIO CAÑUELO;IES RASCANYA-ANTONIO CAÑUELO;PÚB.;AV;HERMANOS MACHADO;9;46019;VALÈNCIA;VALÈNCIA;961206315;961206316; 1,0;-0.360038;39.494793;GENERALITAT VALENCIANA;Q4601111J;VALÈNCIA
46025519;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;L'OLIVERA;CEIP L'OLIVERA;PÚB.;CL;JAZMINES;24;46183;L'ELIANA;VALÈNCIA;962718185;962718186; 1,0;-0.528797;39.563469;GENERALITAT VALENCIANA;S4600072E;EL CAMP DE TÚRIA
46025532;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;FUNDACIÓN PASCUAL TOMÁS;CENTRE PRIVAT FP FUNDACIÓN PASCUAL TOMÁS;PRIV.;CL;MIGUEL ABRIAT;5;46132;ALMÀSSERA;VALÈNCIA;963171015;; 1,0;-0.357485;39.511035;;;L'HORTA NORD
46025568;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;TOBALCAIDE;CENTRE PRIVAT FP TOBALCAIDE;PRIV.;CL;JESÚS MORANTE BORRÁS;14;46930;QUART DE POBLET;VALÈNCIA;961522303;; 1,0;-0.436234;39.481968;;;L'HORTA OEST
46025581;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL JARDINET;CENTRE PRIV. ED. INF. 1ER CICLE EL JARDINET;PRIV.;CL;VELA;37;46450;BENIFAIÓ;VALÈNCIA;961784883;961784883; 1,0;-0.422979;39.285827;;;LA RIBERA ALTA
46025593;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;GARABATOS;CENTRE PRIV. ED. INF. 1ER CICLE GARABATOS;PRIV.;CL;DOCTOR OLÓRIZ;32;46009;VALÈNCIA;VALÈNCIA;963488253;963488253; 1,0;-0.380805;39.484798;;;VALÈNCIA
46025601;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;ENTRENARANJOS UNO;CENTRE PRIV. ED. INFANTIL ENTRENARANJOS UNO;PRIV.;CL;105;33;46190;RIBA-ROJA DE TÚRIA;VALÈNCIA;962743407;; 1,0;-0.536485;39.550242;;;EL CAMP DE TÚRIA
46025611;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL MARÍA SALVADOR;EI 1ER CICLE MUNICIPAL MARÍA SALVADOR;PÚB.;CL;SAN VICENT;4;46194;REAL;VALÈNCIA;962555239;; 1,0;-0.608644;39.333412;AJUNTAMENT DE REAL;;LA RIBERA ALTA
46025623;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL APRENEM;EI 1ER CICLE MUNICIPAL APRENEM;PÚB.;PZ;DE LA CULTURA;S/N;46614;FAVARA;VALÈNCIA;961769042;961769427; 1,0;-0.29161;39.125266;AJUNTAMENT DE FAVARA;;LA RIBERA BAIXA
46028533;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA COMETA;CENTRE PRIV. ED. INF. 1ER CICLE LA COMETA;PRIV.;PZ;SANT JOSEP;6-C;46740;CARCAIXENT - COGULLADA;VALÈNCIA;962467406;962467407; 1,0;-0.464173;39.111136;;;LA RIBERA ALTA
46028545;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LLOMA LLARGA;CEIP LLOMA LLARGA;PÚB.;CL;ESPÍGOL;S/N;46980;PATERNA - LLOMA LLARGA;VALÈNCIA;961207360;961207361; 1,0;-0.432128;39.510661;GENERALITAT VALENCIANA;S4600313C;L'HORTA OEST
46028557;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;CHIQUITÍN CAMPANAR;CENTRE PRIV. ED. INF. 1ER CICLE CHIQUITÍN CAMPANAR;PRIV.;CL;ESCULTOR GARCÍA MÁS;21-B;46015;VALÈNCIA;VALÈNCIA;963464190;963464190; 1,0;-0.400679;39.484468;;;VALÈNCIA
46028569;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;TEVIÁN CEP;CENTRE PRIVAT FP TEVIÁN CEP;PRIV.;CL;JUAN LLORENS;39;46008;VALÈNCIA;VALÈNCIA;963520425;963521588; 1,0;-0.389729;39.471571;;;VALÈNCIA
